Posted On,BHK,Rent_Floor,Total_Floors,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2022-07-03,3,18,19,1800,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,28000
2022-07-04,2,1,3,1100,Super Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-06-23,1,0,2,400,Super Area,"Lingarajapuram, Lingarajapuram, Hennur Main Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-06-11,1,1,1,750,Carpet Area,Bettadasanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
2022-06-03,2,5,5,1400,Carpet Area,HRBR Layout Block 1,Bangalore,Furnished,Bachelors,2,Contact Agent,34000
2022-06-27,3,8,13,1789,Super Area,Yelahanka,Bangalore,Semi-Furnished,Family,3,Contact Agent,32000
2022-05-23,2,1,2,650,Carpet Area,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,14500
2022-04-29,2,2,4,1200,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
2022-04-29,1,3,4,460,Super Area,Singahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
2022-06-24,2,1,2,500,Carpet Area,"Kammagondahalli, Jalahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
2022-07-06,2,0,2,1080,Carpet Area,Bda Layout -Lingarajapuram,Bangalore,Semi-Furnished,Family,2,Contact Owner,19500
2022-06-10,3,1,5,2000,Carpet Area,Dhobi Ghat- Rajajinagar,Bangalore,Furnished,Bachelors,2,Contact Agent,75000
2022-07-06,2,2,3,1100,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16500
2022-06-01,2,8,9,1025,Super Area,Chandapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner,14500
2022-06-27,2,0,3,650,Carpet Area,"Aradhana Layout, Arakere",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,16000
2022-05-23,2,1,3,800,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-07-06,3,6,30,2800,Carpet Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,280000
2022-05-19,2,3,4,1100,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent,21000
2022-05-19,3,2,4,1300,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,30000
2022-06-16,3,3,6,2000,Super Area,Frazer Town,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,65000
2022-06-16,3,4,8,2500,Carpet Area,Mahatma Gandhi Road,Bangalore,Unfurnished,Bachelors,3,Contact Agent,180000
2022-06-08,2,2,4,600,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
2022-07-07,2,3,5,630,Super Area,Whitefield,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,12000
2022-07-07,2,0,2,550,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9000
2022-06-01,2,3,3,1025,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,2,Contact Owner,22000
2022-05-08,1,1,4,500,Carpet Area,Kadugodi Pattalamma Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,10000
2022-05-25,3,8,16,1286,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,48000
2022-06-22,1,0,4,800,Super Area,Adugodi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,11000
2022-06-09,2,1,3,900,Super Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
2022-06-23,3,2,4,1618,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,40000
2022-06-08,1,2,5,500,Super Area,Marathahalli-Sarjapur Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
2022-06-27,1,0,2,450,Carpet Area,Garden City University,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
2022-04-29,2,3,4,850,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-07-07,3,0,16,1374,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Agent,22000
2022-05-30,3,2,4,1600,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,28000
2022-06-10,1,2,3,400,Super Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6200
2022-06-12,3,6,16,1500,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,110000
2022-06-15,2,1,4,800,Super Area,Kengeri Hobli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,5500
2022-05-21,3,3,3,1580,Carpet Area,Koramangala 8Th Block,Bangalore,Unfurnished,Bachelors,3,Contact Agent,50000
2022-06-23,2,0,2,700,Carpet Area,Agrahara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-05-08,2,0,2,700,Super Area,Sadashiva Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,11500
2022-06-20,1,1,7,550,Carpet Area,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,16000
2022-06-16,1,4,4,450,Carpet Area,Krishna Reddy Layout -Domlur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,11000
2022-06-18,4,3,5,4550,Super Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Semi-Furnished,Family,5,Contact Agent,150000
2022-06-30,1,1,1,400,Super Area,"Laxminarayana Layout, Munnekollal",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,9000
2022-07-07,1,0,3,650,Super Area,Jnana Ganga Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
2022-07-04,2,1,4,700,Super Area,Bagalur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-05-27,2,2,4,1333,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Unfurnished,Bachelors,2,Contact Owner,16000
2022-05-31,3,1,4,1500,Carpet Area,Vasanth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,35000
2022-05-27,1,2,5,425,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,9000
2022-05-27,1,0,3,300,Super Area,Airport Road,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-06-30,2,2,3,650,Carpet Area,Vijayanagar,Bangalore,Unfurnished,Family,2,Contact Owner,13500
2022-06-15,2,0,2,800,Super Area,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Family,2,Contact Owner,14000
2022-07-07,2,2,3,1200,Carpet Area,Srinivaspura,Bangalore,Semi-Furnished,Family,2,Contact Owner,14000
2022-05-05,1,1,4,500,Super Area,Chikkabanavara,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4700
2022-05-05,2,3,4,1000,Super Area,Mavalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
2022-06-04,2,1,3,600,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
2022-06-08,1,2,3,600,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-04-27,3,3,3,1875,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,30000
2022-05-05,2,0,4,1000,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-05-05,3,3,3,1300,Super Area,Hormavu Ring Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,21000
2022-05-14,1,3,4,350,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-06-04,2,2,3,900,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,18500
2022-04-27,1,2,2,200,Carpet Area,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4750
2022-05-23,2,1,5,700,Super Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-05-14,2,1,4,1000,Carpet Area,Hosur Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,17600
2022-06-10,3,10,13,1700,Carpet Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,35000
2022-05-27,2,2,3,600,Super Area,Ullal Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-05-05,1,2,5,650,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
2022-05-05,2,0,2,750,Super Area,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000
2022-05-10,3,1,3,1750,Super Area,"Chowdeshwari Layout, Yelahanka",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,30000
2022-06-02,3,3,3,1950,Carpet Area,Koramangala Block 3,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,100000
2022-05-23,2,2,5,1065,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,18000
2022-05-23,2,0,1,600,Super Area,Nagadevana Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-05-23,2,2,4,600,Super Area,Laggere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
2022-06-27,1,0,2,500,Super Area,Doddanagamangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-07-04,2,0,2,600,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
2022-07-04,1,5,5,600,Carpet Area,"A Narayanapura, Mahadevapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,15000
2022-07-06,2,1,1,900,Carpet Area,"Chikbasavnapura, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
2022-06-23,2,0,3,500,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-05-23,1,2,3,600,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-07-06,3,6,18,1710,Carpet Area,"Ambedkar Colony, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent,60000
2022-05-23,1,3,4,600,Super Area,Doddabidarakallu,Bangalore,Unfurnished,Bachelors,1,Contact Owner,6000
2022-06-13,3,1,3,1100,Carpet Area,Anjanapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
2022-05-06,2,4,4,920,Super Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-05-30,1,2,4,750,Super Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8200
2022-07-07,1,2,3,300,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-05-23,3,1,3,1660,Carpet Area,"Doddathoguru, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
2022-05-23,1,2,3,400,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-04-29,2,1,3,300,Super Area,Nagarathpete,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,20000
2022-05-26,1,1,2,300,Carpet Area,"Cooke Town, Cooke Town",Bangalore,Unfurnished,Bachelors,1,Contact Owner,11500
2022-05-16,3,3,3,2000,Carpet Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,30000
2022-06-12,3,4,4,1200,Carpet Area,Doddakammanahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,22000
2022-04-28,1,2,3,300,Super Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
2022-05-25,1,0,1,700,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-05-18,2,0,2,850,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,16000
2022-05-26,1,7,7,700,Carpet Area,"Domlur, Domlur",Bangalore,Furnished,Bachelors/Family,1,Contact Agent,24000
2022-07-07,1,2,4,455,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,15000
2022-06-26,2,0,4,1000,Carpet Area,"Sai Colony, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-05-30,1,1,2,600,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-05-23,1,0,2,250,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4000
2022-05-23,1,1,2,400,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-07-04,2,3,5,1200,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,22000
2022-04-27,1,2,5,500,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,12000
2022-05-23,1,2,3,350,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,9000
2022-04-29,2,0,3,1100,Super Area,"Vinayak Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,7500
2022-06-04,2,2,3,1650,Super Area,Ganga Nagar,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,30000
2022-05-05,4,0,4,1000,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-19,2,2,3,500,Super Area,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9250
2022-06-29,1,1,5,700,Super Area,Gh society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
2022-05-23,2,0,5,1200,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-04-27,1,1,2,600,Super Area,Wilson Garden,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-05-01,2,2,5,925,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-07-09,3,0,8,2400,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,60000
2022-05-23,3,1,9,1500,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,35000
2022-05-27,2,0,4,600,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-05-27,1,3,5,435,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,14000
2022-05-14,1,0,1,650,Carpet Area,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-06-15,2,0,2,700,Carpet Area,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
2022-06-30,2,5,12,890,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,20000
2022-06-23,1,3,4,600,Super Area,Hbr Layout,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,12500
2022-06-23,2,3,4,1250,Carpet Area,Cunningham Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,35000
2022-07-04,3,2,5,1350,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,26000
2022-07-06,3,8,18,2600,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Family,4,Contact Agent,85000
2022-05-27,1,2,5,440,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,14000
2022-05-18,2,1,4,1150,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
2022-05-16,1,2,4,450,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
2022-04-29,2,3,5,1150,Super Area,Nri Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,16000
2022-05-28,2,2,5,600,Carpet Area,Gottigere,Bangalore,Unfurnished,Bachelors,1,Contact Owner,11000
2022-06-30,2,4,12,980,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Family,2,Contact Agent,20000
2022-07-05,3,3,3,1850,Carpet Area,Halasuru,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,60000
2022-05-31,2,1,3,625,Carpet Area,Kadabagere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,5000
2022-05-27,1,2,3,100,Super Area,"Itc Colony, Maruthi Sevanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4000
2022-07-05,2,1,1,1200,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000
2022-05-01,3,0,4,1200,Carpet Area,Bagalakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-06-14,2,1,2,1080,Carpet Area,Punyabhoomi Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,12000
2022-05-14,1,1,3,700,Super Area,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-05-05,2,0,1,800,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-05-05,3,14,14,1880,Super Area,whitefield,Bangalore,Semi-Furnished,Family,2,Contact Owner,42000
2022-04-29,2,1,8,1305,Super Area,Jakkur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-04-29,1,3,5,600,Super Area,Sahakara Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-06-08,2,2,8,950,Super Area,Yelahanka Dodda Ballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
2022-06-20,2,0,4,1188,Super Area,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,18000
2022-06-23,1,2,3,500,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-05-27,2,0,1,875,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
2022-06-23,3,3,4,2100,Carpet Area,Wilson garden Bangalore,Bangalore,Unfurnished,Bachelors,3,Contact Agent,54000
2022-05-05,3,2,4,1200,Super Area,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,22000
2022-07-06,3,3,17,2390,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,120000
2022-06-20,1,1,3,600,Super Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
2022-06-10,2,1,2,1150,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent,28000
2022-06-12,3,0,1,1788,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Family,3,Contact Agent,55000
2022-05-23,2,3,3,1250,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,19000
2022-07-04,1,4,5,600,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,11000
2022-07-04,3,2,4,1600,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-07-06,3,23,25,1520,Carpet Area,"Sena Vihar, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,70000
2022-06-15,1,1,3,550,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,12000
2022-05-05,2,2,4,1100,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-05-12,2,2,5,1100,Carpet Area,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,30000
2022-07-04,2,0,3,1100,Super Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
2022-05-05,1,1,3,400,Super Area,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-07-07,1,3,3,300,Super Area,"Virat Nagar, Bommanahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4500
2022-06-16,1,0,3,500,Super Area,Rajarajeshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-05-19,2,3,4,1100,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent,20000
2022-06-27,2,1,3,1000,Carpet Area,"Dodda Banaswadi, Banaswadi",Bangalore,Unfurnished,Family,2,Contact Owner,17500
2022-05-27,2,0,4,850,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
2022-05-27,2,2,5,1020,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
2022-05-19,2,1,1,1250,Super Area,Kammanahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner,22000
2022-05-05,3,2,4,1400,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,24000
2022-05-05,1,1,3,600,Super Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-06-20,1,4,5,200,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4500
2022-05-23,1,0,3,300,Super Area,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-05-23,1,1,3,400,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,6000
2022-05-14,1,3,4,450,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,11000
2022-05-22,2,1,4,1180,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
2022-07-06,3,6,12,1460,Carpet Area,Jakkur,Bangalore,Unfurnished,Bachelors,3,Contact Agent,35000
2022-05-23,3,2,5,1464,Carpet Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,24000
2022-06-24,2,-1,3,700,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,10000
2022-06-02,2,1,10,680,Carpet Area,Devanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
2022-06-12,3,5,9,2750,Carpet Area,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent,100000
2022-05-23,2,0,2,800,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,14000
2022-06-07,2,3,4,600,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1,Contact Owner,7500
2022-05-15,3,1,4,1200,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3,Contact Owner,16000
2022-05-12,4,18,19,3200,Carpet Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,65000
2022-05-10,2,1,3,1800,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-05-23,1,2,2,500,Super Area,Frazer Town,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,8000
2022-05-23,2,0,2,1200,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-06-08,1,1,3,750,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-06-29,1,1,5,700,Super Area,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
2022-06-20,2,12,23,1000,Carpet Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2,Contact Agent,30000
2022-06-24,2,1,3,800,Super Area,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-30,1,0,2,200,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,1,Contact Owner,20000
